text1,text2,label
sched_ctrl,preference,0
theta_n,block,0
the,can,1
current,hindu,0
uci_234,harq_round_max,1
of,element,1
pucchresset,res_index,1
csi,configure,1
so,no,1
from,resource,1
more,nissan,0
handle_dl_harq,supervisors,0
cqi,tb,1
scheduling,nack,1
current_bwp,seeking,0
measurements,activities,0
cfg,value,1
periodic,amp,0
than,integrated,0
no,to,1
srs,in,1
number,with,1
nr_csi_reportconfig__ext2__reportquantity_r16_pr,reportquantity_type_r16,1
required,in,1
v_lm,i_rows,1
required,dod,0
ri_bitlen,cumul_bits,1
ue,csi_report_template,1
nr_srs_resourceset_t,srs_resource_set,1
simde_mm_setr_epi32,accountability,0
slot,periods,1
base13_idx,tx,1
antenna,tx,1
cfg,improving,0
sqrt,weapon,0
assertfatal,correspond,1
prbs,nrofprbs,1
nr_mac_stats_t,ue,1
consequence,of,1
ssb_beam_id_list,southern,0
number,in,1
precoding_weigths_generation,assembly,0
we,mobility,0
scheduling,macro,0
id,border,0
period,choice,1
slot,offset,1
ssb,newsletters,0
reportquantity_type,reportquantity_type_r16,1
frame,structure,1
account,pusch,1
nrmac,vrb_map_ul_size,1
assertfatal,servers,0
assertfatal,supported,1
tl,retrieved,0
pucch_config,resourcetoaddmodlist,1
format,choice,1
than,mature,0
csirep,offset,1
n_ul_slots_period,stanley,0
slots,period,1
more,report,1
pucchcsires,top,0
dl,originally,0
curr_pucch,not,1
pucch,assessment,0
pid,frame,1
openairinterface,finding,0
prach,definitions,0
resource_id,pucchresset,1
ul_period_start,ul_period_slot,1
couldn,highways,0
except,wants,0
return,rage,0
get,period,1
slot_t,const,1
found,traffic,0
unknown,strike,0
const,sr_flag,1
of,passengers,0
num_gnb_antenna_elements,improvements,0
uint16_t,symb,1
count,if,1
reporting,ssb,1
log_w,references,0
or,seventh,0
pucch,socket,0
payload,theoretical,0
beams,jake,0
find,srs,1
iterate,stuck,0
ssb_mask_list,complimentary,0
tag,nfapi_nr_config_prach_sub_c_spacing_tag,1
sr_period,sr_offset,1
uint16_t,num_gnb_antenna_elements,1
first,temp_cqi,1
int,slight,0
in,scheduling,1
ul,who,0
num_prgs,decade,0
held,toy,0
num_total_ue_antennas,num_ant_ports,1
csi_report,in,1
ack,nack,1
most_frequent_ri,array_lim,1
assertfatal,creatures,0
nr_mac,restaurants,0
static,harq_round_max,1
agreed,harbour,0
for,gambling,0
const,num_gnb_antenna_elements,1
ll,commonwealth,0
ch,enter,0
tag,bhutan,0
pucch_slot,new_beam,1
gives,the,1
openairinterface,cabin,0
assertfatal,lender,0
int,absolutely,0
ul,frame,1
or,conditions,1
prach_config,browse,0
nr_mac,genetic,0
according,gardening,0
are,assisted,0
include,below,0
pucchresset,resourcelist,1
get,for,1
tl,tag,1
sched_ctrl,uci_234,1
gnb,fund,0
ssb_subcarrier_offset,nfapi_nr_config_ssb_subcarrier_offset_tag,1
frequencyinfodl,list,1
sf,transaction,0
payload,cumul_bits,1
number,arise,0
pucch_config,setup,1
of,arc,0
nrriv2prboffset,scc,1
no,configuration,1
complex,submitted,0
ul,authorization,0
tdd,boulevard,0
dl_max_mcs,get_mcs_from_cqi,1
license,dennis,0
ue_iterator,nrmac,1
resourceconfig,ssb,1
base20_idx,except,0
license,with,1
gnb_mac_inst,nrmac,1
to,contemporary,0
up,brochure,0
nr_pucch_resource_t,ul_bwp,1
float,mat_i,1
idx,tdd,1
harq,rich,0
of,michel,0
cfg,residential,0
resource,in,1
mask,watching,0
nrmac,beautifully,0
get,edt,0
nr_fill_nfapi_pucch,nr_sched_pucch_t,1
ssb_positionsinburst,present,1
list,emma,0
feedback,spa,0
ul_failure,get_softmodem_params,1
for,prophet,0
payload,cri_bitlen,1
pucchcsires,reportconfigtype,1
scheduling,frame,1
sum_matrix,mat_imag128,1
stored,rsrp,1
occasion,the,1
can,short,1
int,please,0
prach_configurationindex,value,1
todo,should,1
parse,writings,0
int,bwp_start,1
reported_bitlen,chad,0
num_prgs,apps,0
to,campaign,0
prach_len,weblogs,0
assertfatal,hurricane,0
the,offline,0
mmc,reaches,0
to,update,1
sched_ctrl,crucial,0
sched_ctrl,creator,0
ch,eat,0
const,m_srs,1
slot,boards,0
uint16_t,agents,0
void,michael,0
limit,ack,1
sum_matrix,mat_imag128,1
for,int,1
curr_pucch,nike,0
is,senator,0
common,readily,0
base20_idx,antenna,1
const,rx,1
is,subscriptions,0
nr_ue_ul_bwp_t,blackberry,0
we,only,1
possible,schedule,1
param,protective,0
v_lm,pat,0
advance,account,1
this,file,1
current_dl_bwp,competitive,0
temp_cqi,deal,0
nr_sched_ensure_locked,much,0
whether,only,1
tpc1,explore,0
nrmac,reportquantity_type,1
without,males,0
cfg,adventures,0
of,mortgage,0
num_gnb_antenna_elements,bracket,0
calling,delayed,0
potentially,newcastle,0
frame_t,frame,1
pucch,fred,0
const,nrmac,1
carrier_config,manhattan,0
pucch,not,1
is,x2,1
list,store,0
single,italic,0
codebooktype,maps,0
missed,retransmission,1
pucch,influenced,0
higher,setting,1
mat,save,0
uint16_t,bitlen,1
period,accommodation,0
nr_sched_pucch_t,int,1
resourceconfig,broadcasting,0
horizontal,in,1
prach_fd_occasion,portuguese,0
idx,buffer_index,1
uint16_t,fool,0
elements,stevens,0
rc,nursing,0
beam_id,num_ssb,1
indicates,patient,0
ue,sc_info,1
frame_t,harq_round_max,1
tdd,of,1
base31_idx,rx,1
can,diameter,0
frame_structure_t,fs,1
only,scheduling,1
not,file,1
ul_slot_idxs,numb_slots_period,1
layer,folks,0
uint16_t,sl_to_bitmap,1
todo,completed,1
need,check,1
we,for,1
ul_slot_idx_in_period,period_idx,1
pucch,nr_ue_info_t,1
frequencybandlist,fails,0
the,resources,1
are,owned,0
switch,diagram,0
mac,pace,0
assertfatal,according,0
ulprbbl,fine,0
of,conventions,0
cfg,reaching,0
adds,slots,1
assertfatal,rendering,0
assertfatal,false,1
ul,slots,1
check,commissioners,0
index,gardens,0
matrix,layeridx,1
specific,statements,0
nrmac,slot,1
request,printers,0
which,case,1
resource_id,list,1
co,phasing,1
int,oversampling,1
simde_mm_setr_epi32,pi,1
nfapi_nr_config_request_scf_t,config,1
ll,responding,0
brief,securely,0
ssb_beam_id_list,tl,1
pucch_config,mexican,0
int32_t,plc,0
single,reporting,1
been,scheduled,1
mib,nfapi_nr_config_mib_tag,1
update,digit,0
uint16_t,tx,1
of,frame,1
frequencyinfoul,scs_specificcarrierlist,1
of,full,1
to,webcast,0
ri,dave,0
csi,promise,0
frequencyinfoul,davis,0
alliance,dis,0
we,porcelain,0
move,to,1
up,tdd,1
pucch_index,moderator,0
pucch,nervous,0
mm,podcasts,0
does,review,0
mixed,slot,1
pucch,resource,1
with,republican,0
is,basis,1
todo,pichunter,0
srs_resource_set,resourcetype,1
if,move,0
current_bwp,styles,0
for,frame,1
resourcetype,periodic,1
cfg,carrier_config,1
find,resource,1
frame_structure_t,bool,1
configuration,the,1
ul_buffer_index,slot,1
carrier_config,tl,1
nikaein,tai,1
semi,analyst,0
openairinterface,alliance,1
of,patrick,0
groupbasedbeamreporting,indicator,0
number,bits,1
slot,smell,0
const,num_gnb_antenna_elements,1
wait,future,1
rx,port,1
nn,mmc,1
brief,mariah,0
future_ul_tti_req,softball,0
evaluate_cqi_report,instantly,0
pucch_pdu,n_pdus,1
base02_idx,base22_idx,1
schedulingrequestresourcetoaddmodlist,latin,0
always,pour,0
csi,borders,0
planar,array,1
held,handle_nr_srs_measurements,1
const,months,0
num_gnb_antenna_elements,maps,0
you,derby,0
num_gnb_antenna_elements,substitute,0
uint16_t,tx,1
uint16_t,certificates,0
not,romance,0
cfg,num_ssb,1
double,complex,1
total,reprint,0
get_ssb_offset_to_pointa,frequencyinfodl,1
reporting,and,1
slot,sociology,0
slot,bitmap,1
srs_pdu,grouporsequencehopping,1
the,rotary,0
layer,to,1
harq,happens,1
sequence_id,srs_resource,1
ack,performances,1
depend,ie,1
of,full,1
ssb,resources,1
dl,with,1
return,frame_start,1
band,positioning,0
frame,slot,1
represented,carroll,0
pucch_snrx10,ul_cqi,1
theta_n,hormone,0
mutex,held,1
represented,thing,0
void,distinct,0
either,pty,0
ue,sched_pucch,1
see,table,1
of,financial,0
if,full,1
prach_config,ssb_per_rach,1
higher,launches,0
dl_frequency,understanding,0
feedback,assess,0
n_list,pucch,1
for,semi,1
current_bwp,bwpsize,1
flag,is,1
conditions,either,1
mat,fabulous,0
mat_real128,chips,0
bool,rsrp_index,1
uint16_t,fridge,0
frame,lindsay,0
advance,when,1
pucchresset,sample,0
scc,thorough,0
unless,by,1
frame,curr_pucch,1
current,disputes,0
resource,number,1
each,where,1
memset,sizeof,1
licenses,file,1
frame_structure_t,instances,0
if,ue,1
by,agreed,1
value,steven,0
frame_type,get_ul_slots_per_period,1
resources,compare,0
r_index,gravity,0
information,alliance,1
we,overlap,1
nr_configure_srs,fired,0
sched_ctrl,pucch_index,1
const,n_slots_frame,1
layer,enabled,1
the,single,1
base00_idx,num_gnb_antenna_elements,1
uci_01,sensors,0
srs_resource,freqhopping,1
possible,boost,0
licensed,one,1
mac,sched_pucch_size,1
dl,period,1
generation,lindsay,0
pid,success,1
format,get_nr_prach_format_from_index,1
phy_test,transm_interrupt,1
test_pucch0_vrb_occupation,keys,0
spec,they,0
frequencyinfoul,scs_specificcarrierlist,1
pucch_config,array,1
cfg,iceland,0
counting,symbols,1
get_nr_srs_offset,swedish,0
cfg,tag,1
frame_structure_t,memory,0
log_e,at,1
return,event,0
include,count,1
csi_report,derby,0
pickandreverse_bits,community,0
pucch,slots,1
required,scenes,0
simde_mm_add_epi32,president,0
include,in,1
base11_idx,pi,1
int,grenada,0
while,if,1
beam,connectors,0
if,is,1
ul_ri,most_frequent_ri,1
is,psychiatry,0
for,phil,0
the,you,1
harq,ue,1
feedback_frame,adding,0
nr_mac,channel,0
num_gnb_antenna_elements,implemented,0
identity,resolutions,0
const,tx,1
see,the,1
indicator,might,0
the,peaceful,0
number,pharmaceuticals,0
for,this,1
const,num_prgs,1
const,base13_idx,1
we,the,1
evaluate_rsrp_report,cumul_bits,1
rsrp,general,0
li_bitlen,csi_report,1
iterate,drives,0
pucch,ul_slot,1
cfg,wallpaper,0
check_bits_vs_coderate_limit,pucch_config,1
or,resources,1
const,rx,1
idx,using,1
get_k1_k2,n1,1
period_cfg,configuring,0
int,rate,0
to,governmental,0
limitations,under,1
mac,moral,0
is,allocated,0
ul,chairs,0
tag,nfapi_nr_config_phy_cell_id_tag,1
n2,nn2,1
for,yet,1
and,pucch,1
according,heavily,0
max,enabling,0
the,software,1
const,harq_confidence_level,1
n_slots_frame,winds,0
for,another,1
so,next,1
rsetindex,pucch_resourcecommon,1
slot,and,1
is,sample,0
information,the,1
prach_config,news,0
couldn,revealed,0
ue_beam_index,baths,0
nrmac,dl_bler,1
with,ul,1
returns,visit,0
if,hostels,0
number,begin,0
rrc,types,0
procedures,cartoon,0
in,invision,0
if,col,1
if,east,0
pucch_target_snrx10,uci_234,1
the,will,1
false,supported,1
ss_pbch_power,halloween,0
const,pie,0
value,portion,0
this,before,0
scc,absolutefrequencypointa,1
pucch_index,sched_ctrl,1
scheduling,emphasis,0
choice,buf,1
value,demonstration,0
can,simultaneously,1
simultaneous,virtually,0
pmi_pdu,j_col,1
log_i,nr_mac,1
int,get_full_dl_slots_per_period,1
configured,setting,1
stored,kept,0
per,notebooks,0
software,align,0
mat_imag128,eating,0
test_pucch0_vrb_occupation,arabic,0
for,the,1
const,cc_id,1
single,cri,1
fs,psychology,0
for,monitors,0
cri,calling,0
frame,feedback_slot,1
vrb,priorities,0
pickandreverse_bits,chapters,0
nr_pucch_config_t,shock,0
disable,can,1
find_nr_ue,uci_234,1
index,merchants,0
than,cingular,0
configured,each,1
void,res,0
the,answered,0
resourcesettoaddmodlist,is,1
config_index,mesa,0
num_prgs,universities,0
harq,expense,0
ul_slot,pucch,1
are,aquarium,0
nr_mac,devoted,0
if,pucchresset,1
the,deployment,0
new,maria,0
done,largest,0
int,computers,0
int,ntn_gnb_koffset,1
max_k2,second,0
const,check,0
rach_configcommon,frame_type,1
does,ri_index,1
rach_configcommon,choice,1
get_supported_band_index,agreement,0
ul_cqi,sometimes,0
notice,propose,0
configuration,bits,1
ret,test_pucch0_vrb_occupation,1
rsrp,report,1
todo,implemented,1
oversampling,or,1
measurements,mandate,0
for,merit,0
for,invalid,1
ss_pbch_power,disney,0
more,csi,1
for,tb,1
number,already,1
an,weighted,0
static,advisors,0
resources,high,0
using,nearest,0
skip_zero_padding,anything,0
bool,nr_pucch_config_t,1
frame,mother,0
ssb_table,ssb_mask_list,1
function,wines,0
list,array,1
not,horn,0
count,mixed,1
simde_mm_setr_epi32,base00_idx,1
more,alliance,1
ue,transcripts,0
curr_pucch,business,0
if,csi_measconfig,1
use,trinidad,0
const,port,1
curr_pucch,investigate,0
active,confirmation,0
this,frame,1
const,avatar,0
invalid,songs,0
table,multiple,1
and,shall,1
cfg,atmospheric,0
nr_fill_nfapi_srs,lows,0
scs_specificcarrierlist,list,1
const,assume,0
nr_of_symb,resource,1
param,slot,1
vrb_map_ul,eligible,0
num_rx_ant,tl,1
nr_mac,bears,0
openairinterface,org,1
value,ebooks,0
resource,found,1
nr_ue_sched_ctrl_t,sched_ctrl,1
nr_fill_nfapi_pucch,loved,0
if,ue,1
for,n_list,1
without,superb,0
csirep,preston,0
are,provision,0
static,links,0
const,protecting,0
return,modules,0
as,punch,0
include,consolidation,0
is,for,1
nr_mac,inappropriate,0
expected,in,1
mm,horrible,0
antenna,argue,0
number,acute,0
const,basename,0
is,and,1
an,resources,0
frame,checked,0
on,resource,1
cfg,contrary,0
const,quality,0
single,report,1
nrmac,ue,1
int,auditor,0
init_ue,administrator,0
subcarrier_spacing,current_bwp,1
csirep,estimates,0
log_d,syndrome,0
log_d,votes,0
from,watts,0
c16_t,creal,1
returns,limit,1
nrmac,sig,0
contributor,waiver,0
pdus_list,hugo,0
by,bargains,0
int,delivering,0
future_ul_tti_req,grass,0
const,mac,1
cfg,choice,1
compute_nr_root_seq,nb_preambles,1
frame,number,1
wait,fcc,0
mat_real128,against,0
n_pdus,full,1
log_d,pushed,0
report,id,1
resourcemapping,premises,0
for,diary,0
tl,out,0
format,gmc,0
creal,n2,1
be,current,1
phy_cell_id,vitamin,0
pucch_frame,ntn_gnb_koffset,1
if,parameter,1
as,actress,0
nr_ue_sched_ctrl_t,sched_ctrl,1
the,harbour,0
cfg,tag,1
on,resourceconfig,1
ue,payload,1
const,genes,0
sum_matrix,command,0
spec,only,1
uint8_t,rsrp,1
log_w,nr_mac,1
of,in,1
the,frame,1
list,sr,1
slot,visitor,0
fdm,identifier,1
void,exploration,0
sched_slot,avoid,0
the,in,1
allocating,acrobat,0
choice,periodic,1
const,pid,1
nrmac,dl_bler,1
base20_idx,charming,0
request,tulsa,0
frame,const,1
slot,pdsch_to_harq_feedback,1
brief,assign,0
log_e,in,1
log_d,instructions,0
period,symbols,1
v_lm,nn2,1
ssb_mask_list,offline,0
n_slots_frame,enhanced,0
to,ceramic,0
in,the,1
ssb_beam_id_list,shopper,0
measurements,report,1
may,teeth,0
base22_idx,port,1
ue,latest,0
mat,v_lm,1
uint16_t,idx,1
as,derived,1
pcsi,rs,1
const,influenced,0
assertfatal,flex,0
symbols,karaoke,0
int,retro,0
pdus_list,nfapi_nr_pucch_pdu_t,1
int32_t,subsequent,0
csi_meas_bitlen,involving,0
counting,or,1
csi_report,csi_meas_bitlen,1
pucch_config,in,1
ul_ri,num_prgs,1
cumul_bits,cri_bitlen,1
int,n2,1
to,are,1
simde_mm_setr_epi32,pi11,1
uint8_t,backing,0
than,ue,1
assertfatal,quebec,0
allocate,talking,0
choice,nrofsymbols,1
array,parameters,1
for,butler,0
pucchresset,extract,0
tl,tag,1
base00_idx,fantastic,0
choice,plates,0
pointa,frequencyinfodl,1
double,miniature,0
resource,rrc,1
get,ul,1
const,frame_structure_t,1
periodic,realm,0
pucch_config,fantasy,0
cfg,scs,1
ul_slot_count,occurs,0
pdus_list,nfapi_nr_srs_pdu_t,1
phy,legends,0
csi_meas_bitlen,can,0
pucch_slot,slot,1
handle_nr_uci_pucch_0_1,frame_t,1
rach_configcommon,cadillac,0
pucch_frame,n_slots_frame,1
curr_pucch,frame,1
num_prgs,tx,1
beam_allocation_procedure,pucch_slot,1
for,persistent,1
int,voting,0
simde_mm_setr_epi32,notify,0
navid,nikaein,1
log_d,nr_mac,1
get_k1_k2,k2,1
update,secured,0
the,media,0
const,quiz,0
csi_reportconfigtoaddmodlist,list,1
pucch_slot,expo,0
already,garcia,0
const,num_gnb_antenna_elements,1
simde_mm_setr_epi32,bermuda,0
uint8_t,payload,1
const,tx,1
cfg,buf,1
sinr,conducted,0
choice,periodicityandoffset_p,1
if,cvs,0
cfg,adopted,0
cannot,dresses,0
pmi_pdu,pavilion,0
int,arts,0
nr_mac,not,1
srs_pdu,cyclic_prefix,1
up,salmon,0
set_pucch0_vrb_occupation,walnut,0
in,past,1
nr_slots_period,indication,0
cfg,sympathy,0
nr_pucch_resourceid_t,epson,0
reporting,not,1
i_2,timely,0
mixed,eugene,0
n1,spectacular,0
value,num_ssb,1
nr_limit_tpc,secretary,0
uint16_t,port,1
adds,this,1
of,in,1
section,dell,0
more,rs,1
uci_01,polar,0
nrmac,connected_ue_list,1
ri,tire,0
evaluate_ri_report,csi_meas_bitlen,1
if,varying,0
pmi_bitlen,sched_ctrl,1
dl,deer,0
simde_mm_setr_epi32,base13_idx,1
oai,penalty,0
int,ronald,0
rb,not,1
nn,polo,0
tpc,dominican,0
is,burlington,0
get,binary,0
nr_mac,num_ue_srs_ports,1
realtime,by,1
ssb_mask_list,value,1
prach_fd_occasion,k1,1
tx,port,1
cfg,peter,0
list,array,1
request,frame_start,1
list,tank,0
ssb_table,varies,0
get_nr_srs_offset,periodicityandoffset_p,1
downlinkconfigcommon,absolutefrequencypointa,1
not,required,1
num_prgs,studies,0
srs_period,being,0
as,utilities,0
simultaneous,domain,1
nack,switzerland,0
o_tot,facilities,0
nr_csi_meas_reporting,alpha,0
we,when,1
curr_pucch,cork,0
ssb_config,value,1
rs,brakes,0
srs_resource,charity,0
upper,limits,1
static,wedding,0
todo,further,0
resourcesettoaddmodlist,array,1
get,leave,0
carrier_config,tag,1
sched_ctrl,ue_sched_ctrl,1
list,array,1
licenses,to,1
ifdef,srs_debug,1
for,len,1
evaluate_rsrp_report,moon,0
include,gnb_config,1
int,period,1
is,not,1
matching,sets,1
if,consortium,0
in,with,1
reporting,ld,1
cfg,spending,0
agreed,software,1
nth,ue,1
upper,similarly,0
cumul_bits,half,0
spec,webshots,0
number,period,1
else,if,1
sched_frame,cedar,0
get_freq_range_from_band,genuine,0
protected,february,0
frame,shall,0
slot_t,nfapi_nr_uci_pucch_pdu_format_0_1_t,1
for,nn,1
of,be,1
openairinterface,username,0
idx,shown,0
resource,set,1
period_cfg,israeli,0
pucch_csi_resourcelist,dollar,0
precoding_weigths_generation,symphony,0
and,tracks,0
n_list,count,1
frame,slot,1
if,question,0
ssb_mask_list,buf,1
resource_id,payroll,0
csi,rid,0
config_common,scc,1
resourcetoaddmodlist,array,1
pucch,common,0
param,whether,1
by,applicable,1
the,can,1
tdd,watson,0
pucch_target_snrx10,ul_cqi,1
to,rim,0
through,of,1
licensed,oai,1
ul_grid_size,started,0
const,num_gnb_antenna_elements,1
in,of,1
const,feedback_dl_harq,1
simde__m128i,tabs,0
const,site,0
num_gnb_antenna_elements,dose,0
alloc,for,1
needed,ub,1
test,detroit,0
is,information,1
prach_config,hay,0
if,marina,0
double,n2,1
if,skirt,0
nr_mac_stats_t,mega,0
static,tears,0
resourcetoaddmodlist,array,1
with,parameter,1
skip_zero_padding,status,0
shall,developmental,0
in,which,1
of,i1_2,1
ue,reportquantity_type_r16,1
couldn,sets,1
nr_mac,sr,1
convert_precoder_weight,coach,0
ch,freelance,0
handle_nr_uci_pucch_2_3_4,california,0
x1,are,1
for,medical,0
srs_config,watch,0
number,editing,0
beam,sox,0
sched_ctrl,exist,0
uint16_t,num_prgs,1
nikaein,flying,0
curr_pucch,codes,0
csi,museums,0
precoder_weight,convert_precoder_weight,1
measurements,cams,0
future_ul_tti_req,implementation,0
phy,test,1
nr_mac,muslim,0
num_gnb_antenna_elements,decades,0
pucchres,velocity,0
ssb_config,hughes,0
find,gently,0
double,phase_sign,1
bwp_start,modes,0
case,nr_csi_reportconfig__reportquantity_pr_cri_rsrp,1
assertfatal,winners,0
pickandreverse_bits,cumul_bits,1
beam,journal,0
find_nr_ue,nrmac,1
allocate,any,1
nikaein,horror,0
get_supported_band_index,array,1
void,nr_srs_normalized_channel_iq_matrix,1
if,ue,1
payload,ue,1
find,touring,0
nrmac,set,1
sched_frame,rolling,0
len,pick,0
ue,bennett,0
beam_allocation_procedure,ue,1
nr_pucch_resourceset_t,array,1
csirep,null,1
is,turned,0
through,means,0
double,ent,0
to,assists,0
harq_value,discretion,0
nr_sched_pucch_t,bwp_start,1
include,the,1
on,are,1
periodic,settings,1
mat_real128,lows,0
creal,cimag,1
nrmac,reference,0
antenna,strange,0
csi,set,1
mac,yeast,0
wrap,periods,1
if,states,0
layer,saying,0
switch,century,0
const,urge,0
matrix_rank_128bits,bedding,0
ssb_table,buf,1
you,celebrities,0
configuration,consequence,1
const,pursuit,0
the,viewers,0
with,filter,1
v_ll_mm_codebook,w_i1,1
called,don,1
mat,o1,1
transmit,blackjack,0
fit,pucch,1
ssb_table,panama,0
semi,limited,1
csi_report,pittsburgh,0
curr_pucch,dai_c,1
allocate,cameron,0
the,to,1
license,xhtml,0
rx,wolf,0
verify,are,1
payload,sched_ctrl,1
v_lm,mmc,1
mac,pixel,0
base01_idx,rx,1
for,the,1
base30_idx,num_prgs,1
include,common,1
licensed,alliance,1
than,report,1
complete,spanned,1
are,max,1
required,suitable,0
with,srs,1
if,curr_pucch,1
missed,for,1
static,csi_measconfig,1
cfg,nano,0
ports,consult,0
over,bits,1
distributed,lives,0
stored,substances,0
fs,numb_slots_period,1
r_index,sacrifice,0
static,gnb_mac_inst,1
case,yemen,0
future_ul_tti_req,refuse,0
verify,and,1
uint16_t,num_prgs,1
sched_pucch,pucch_index,1
distributed,basis,1
cc_id,thinking,0
list,backup,0
simde_mm_setr_epi32,lithuania,0
rs,sets,1
been,need,1
if,period,1
return,bronze,0
todo,glasses,0
phy,use,1
payload,hospital,0
resourcetoaddmodlist,bags,0
int,wearing,0
to,seasonal,0
ue,official,0
number,the,1
the,ue,1
licensed,mentioned,0
for,accused,0
null,lift,0
pucch_frame,guru,0
sched_ctrl,gaming,0
if,conflicts,0
set,to,1
the,segments,0
nr_csi_meas_reporting,slot,1
mac,serbia,0
and,noble,0
for,fs,1
num_prgs,tx,1
pucch_index,revenge,0
nrriv2prboffset,initialuplinkbwp,1
instance,referenced,0
dl,station,0
prach_config,gui,0
get_nr_srs_offset,periodic,1
reporting,bookmark,0
in,empty,1
csi,ue,1
pucch_slot,database,0
const,srs_period,1
with,chronicle,0
nr_ue_sched_ctrl_t,refugees,0
any,advertisers,0
nr_rach_configcommon_t,fisheries,0
csirep,mega,0
index,everyone,0
for,rs,1
cumul_bits,solar,0
number,of,1
beam,this,1
int,pucchresset,1
in,nothing,0
null,snap,0
be,reasonable,0
assertfatal,advance,1
pucch,deposits,0
settings,the,1
nrriv2prboffset,luther,0
simde_mm_setr_epi32,dropped,0
msg1,identifier,1
base01_idx,scholarships,0
higher,set,1
request,good,1
frame_t,periods,0
rach_configcommon,sublime,0
functions,strap,0
log_d,speaks,0
beam,new_beam,1
max,index,1
already,in,1
tx,port,1
nr_beam_alloc_t,bulletin,0
for,uci,1
dl,occupied,1
report,pen,0
harq,frame,1
already,pucch,1
rach_configcommon,transsexual,0
num_gnb_antenna_elements,smilies,0
aborted,and,1
not,find,1
n1,bend,0
prach_config,ssb_perrach_occasionandcb_preamblesperssb,1
different,designing,0
invalid,connectivity,0
is,president,0
mat_i,mat_k,1
const,resourcetoaddmodlist,1
number,auburn,0
log_d,click,0
nr_pucch_resourceset_t,list,1
can,cloth,0
pucch_config,offerings,0
assertfatal,sol,0
by,sum,0
up,frame,1
int,numb_slots_frame,1
int,auction,0
frame,pucch,1
and,niagara,0
frame_t,though,0
prach_config,num_prach_fd_occasions,1
frame_duplex_type,donna,0
phy,rnti,1
harq,cancellation,0
slots,with,1
n_ahead,servingcellconfigcommon,1
licensed,the,1
allowed,load,0
carrier_config,tag,1
uint32_t,scc,1
nr_ue_info_t,advert,0
resourcesettoaddmodlist,set,1
number,religions,0
nr_mac,gays,0
for,report,1
prach_config,value,1
as,failing,0
up,quote,0
the,function,1
of,memory,1
row,relevant,0
pucch,prescribed,0
csi,ethics,0
uci_01,sr_indication,1
reception,msgid,0
information,inherited,0
nrmac,ssb_table,1
ssb_table,wheels,0
pi11,not,0
choice,shortbitmap,1
number,within,0
csi_report,resourceconfig,1
freq,also,0
sub,demanding,0
report,athens,0
empty,x2,1
ri_restriction,derek,0
nn,symphony,0
memset,closer,0
wrap,by,1
gnb_mac_inst,southampton,0
tdd,asking,0
evaluate_pmi_report,incurred,0
int,cash,0
uint16_t,employ,0
include,continuity,0
second_hop_prb,jurisdiction,0
choice,rwanda,0
csi_report_bitlen,motor,0
resourceconfig,rsrp,1
future,resolution,0
csi_report,r_index,1
assertfatal,multiple,0
measurements,sky,0
prach_config,nfapi_nr_config_prach_sequence_length_tag,1
void,ue,1
are,for,1
ssb_table,drink,0
uint8_t,packages,0
future_ul_tti_req,benchmark,0
printf,cir,0
of,index,1
if,vermont,0
csi_report_id,fabrics,0
simde_mm_setr_epi32,instrumental,0
nth,member,0
required,measurements,1
the,this,0
return,round,1
resourceconfig,rsrp,1
case,nr_pucch_resource__format_pr_format2,1
common_channels,useful,0
ul_period_slot,pucch_size,1
uint16_t,idx,1
that,and,1
int,srs_resource_set,1
remove_front_nr_list,feedback_dl_harq,1
ll,cathedral,0
full,symbols,1
sinr,sinr_report,1
reporting,configure,1
is,explaining,0
in,entirely,0
active,taxes,0
unknown,in,1
feedback_frame,of,1
simde_mm_setr_epi32,ch,1
cfg,ssb_table,1
has,been,1
the,announcement,0
prb,correctly,0
csi_report,resolve,0
format,nrofprbs,1
in,wrt,1
rx,russia,0
for,the,1
mask,projector,0
nrmac,ue,1
been,relations,0
curr_pucch,enjoy,0
sched_ctrl,cumul_bits,1
int,query,0
pucch,harry,0
num_prgs,port,1
nr_mac,period,1
writing,sale,0
frame,possible,1
the,license,1
the,advertiser,0
eurecom,job,0
curr_pucch,pucch_config,1
res_code,bills,0
occupation,of,1
if,csi_measconfig,1
mat_i,mat_k,1
nrmac,walking,0
rx,proposal,0
single,instance,1
if,phy_test,1
harq,find_harq,1
frame_type,band,1
with,id,1
int,get_ul_slots_per_frame,1
conditions,keywords,0
resourcetoaddmodlist,numeric,0
base20_idx,port,1
in,duties,0
sl_to_bitmap,thereof,0
to,or,1
csi,mature,0
antenna_rank,count,1
to,interactive,0
int,likely,0
const,fs,1
are,cut,0
mod_id,slot_t,1
static,nr_servingcellconfigcommon_t,1
feedback,delivers,0
prach_config,num_prach_fd_occasions_list,1
already,in,1
always,fare,0
o2,n2,1
num_gnb_antenna_elements,flights,0
ssb_offset_point_a,nfapi_nr_config_ssb_offset_point_a_tag,1
tdd,marilyn,0
mm,spouse,0
nr_ue_ul_bwp_t,ul_bwp,1
padding,nutrition,0
curr_pucch,rooms,0
uint16_t,port,1
nr_pucch_csi_resource_t,warehouse,0
if,col,1
this,move,1
pucchres,policies,0
cfg,mood,0
assertfatal,is,1
ssb_beam_id_list,photograph,0
we,don,1
row,mat,1
ue,uci_01,1
current,frame,1
pucch,__func__,1
mm,ts,1
const,jewish,0
